metric_month,account_id,arr_usd,active_flag,seats_purchased,active_seats,feature_adoption_pct,support_tickets,csat_score,renewal_due_in_days
2024-06,ACC-1331,234882.0,1,101,67,0.6948,4,70.31,365
2024-07,ACC-1331,236600.77,1,105,67,0.7232,9,69.36,335
2024-08,ACC-1331,237083.32,1,101,61,0.4827,4,84.36,305
2024-09,ACC-1331,250767.39,1,89,69,0.7524,4,75.48,275
2024-10,ACC-1331,265442.68,1,100,73,0.6311,7,77.36,245
2024-11,ACC-1331,258043.9,1,110,93,0.5085,7,83.55,215
2024-12,ACC-1331,269585.04,1,110,42,0.3844,9,67.45,185
2025-01,ACC-1331,284821.01,1,85,53,0.6039,1,80.32,155
2025-02,ACC-1331,287254.73,1,98,80,0.8136,4,74.18,125
2025-03,ACC-1331,284099.32,1,99,66,0.5469,8,65.85,95
2025-04,ACC-1331,289963.11,1,95,48,0.307,12,60.0,65
2025-05,ACC-1331,278820.15,1,84,34,0.3435,11,76.22,35
2025-06,ACC-1331,286036.41,1,99,71,0.8047,1,74.91,365
2025-07,ACC-1331,276745.86,1,105,69,0.3063,7,76.31,335
2025-08,ACC-1331,295424.65,1,108,72,0.4689,11,69.83,305
2025-09,ACC-1331,317362.14,1,82,35,0.8213,8,63.36,275
2025-10,ACC-1331,309861.62,1,108,59,0.3309,9,80.0,245
2025-11,ACC-1331,328429.61,1,111,72,0.5263,2,73.84,215
2025-12,ACC-1331,332448.24,1,104,92,0.8901,1,89.43,185
2025-07,ACC-1332,62738.0,1,33,29,0.4614,9,86.26,365
2025-08,ACC-1332,62128.97,1,32,27,0.6862,7,73.49,335
2025-09,ACC-1332,64303.35,1,30,13,0.4189,9,65.16,305
2025-10,ACC-1332,69776.42,1,34,19,0.8361,0,68.57,275
2025-11,ACC-1332,74550.9,1,32,21,0.4256,2,76.34,245
2025-12,ACC-1332,76913.93,1,31,27,0.5683,8,79.42,215
2025-01,ACC-1333,355789.0,1,295,180,0.8852,5,80.05,365
2025-02,ACC-1333,357402.98,1,290,102,0.5541,2,90.22,335
2025-03,ACC-1333,338741.37,1,304,214,0.3885,4,82.06,305
2025-04,ACC-1333,320438.08,1,225,191,0.7028,3,86.32,275
2025-05,ACC-1333,299403.88,1,225,179,0.2982,4,70.53,245
2025-06,ACC-1333,273472.66,1,255,200,0.4638,4,83.41,215
2025-07,ACC-1333,283609.52,1,291,191,0.3409,7,64.69,185
2025-08,ACC-1333,282298.31,1,268,219,0.4559,9,65.59,155
2025-09,ACC-1333,261597.62,1,284,202,0.7119,4,71.62,125
2025-10,ACC-1333,247063.67,1,222,138,0.7089,2,78.23,95
2025-11,ACC-1333,238024.62,1,260,235,0.7108,7,74.82,65
2025-12,ACC-1333,224053.89,1,262,223,0.5235,2,91.93,35
2024-05,ACC-1334,212529.0,1,111,83,0.4922,3,88.55,365
2024-06,ACC-1334,196229.44,1,83,72,0.4271,8,72.11,335
2024-07,ACC-1334,183262.04,1,99,69,0.8523,2,76.47,305
2024-08,ACC-1334,169796.41,1,106,49,0.653,4,75.03,275
2024-09,ACC-1334,168217.91,1,103,90,0.5861,9,68.4,245
2024-10,ACC-1334,162041.29,1,98,42,0.3658,10,64.58,215
2024-11,ACC-1334,158829.85,1,95,55,0.7994,0,73.0,185
2024-12,ACC-1334,157278.68,1,106,80,0.6205,1,91.21,155
2025-01,ACC-1334,148331.46,1,100,56,0.5763,8,83.61,125
2025-02,ACC-1334,0.0,0,109,0,0.0,0,0.0,95
2025-02,ACC-1335,76468.0,1,34,27,0.4878,3,82.29,365
2025-03,ACC-1335,72077.71,1,30,18,0.2848,8,83.74,335
2025-04,ACC-1335,72138.81,1,25,12,0.7217,9,83.84,305
2025-05,ACC-1335,70176.85,1,30,13,0.7708,2,73.28,275
2025-06,ACC-1335,70016.94,1,28,24,0.8178,0,68.84,245
2025-07,ACC-1335,65990.05,1,32,15,0.8987,3,69.66,215
2025-08,ACC-1335,65820.33,1,31,23,0.6736,4,83.41,185
2025-09,ACC-1335,61735.77,1,34,27,0.7518,0,71.0,155
2025-10,ACC-1335,57939.54,1,34,19,0.8607,7,63.52,125
2025-11,ACC-1335,58113.76,1,34,20,0.6739,0,83.83,95
2025-12,ACC-1335,57980.52,1,32,20,0.8305,5,67.06,65
2025-04,ACC-1336,713392.0,1,290,96,0.3543,10,84.13,365
2025-05,ACC-1336,780476.24,1,260,157,0.5958,10,64.43,335
2025-06,ACC-1336,794182.58,1,226,125,0.8789,0,83.2,305
2025-07,ACC-1336,840109.8,1,287,192,0.3595,3,66.59,275
2025-08,ACC-1336,852763.37,1,249,86,0.8606,7,84.65,245
2025-09,ACC-1336,890108.66,1,237,217,0.5419,5,79.93,215
2025-10,ACC-1336,929591.81,1,301,159,0.8947,0,93.06,185
2025-11,ACC-1336,919032.88,1,253,169,0.6628,3,68.02,155
2025-12,ACC-1336,970098.88,1,281,160,0.5613,2,86.01,125
2025-03,ACC-1337,167288.0,1,95,63,0.7399,5,85.46,365
2025-04,ACC-1337,180873.12,1,87,70,0.5887,6,65.97,335
2025-05,ACC-1337,201516.59,1,90,81,0.3463,4,79.41,305
2025-06,ACC-1337,202523.08,1,107,64,0.7111,4,89.42,275
2025-07,ACC-1337,208987.19,1,95,51,0.3597,8,64.45,245
2025-08,ACC-1337,217478.45,1,101,66,0.514,2,87.65,215
2025-09,ACC-1337,223174.88,1,82,64,0.5122,4,65.18,185
2025-10,ACC-1337,238994.61,1,106,52,0.487,9,66.5,155
2025-11,ACC-1337,248771.96,1,101,38,0.407,6,84.13,125
2025-12,ACC-1337,258291.66,1,90,84,0.4516,1,92.19,95
2025-03,ACC-1338,18031.0,1,29,25,0.8928,4,80.49,365
2025-04,ACC-1338,18889.24,1,31,17,0.7514,4,68.06,335
2025-05,ACC-1338,20683.69,1,27,20,0.2908,6,64.0,305
2025-06,ACC-1338,21322.89,1,31,21,0.4171,6,76.53,275
2025-07,ACC-1338,22062.97,1,27,19,0.7502,7,65.8,245
2025-08,ACC-1338,21943.99,1,33,24,0.4733,11,68.62,215
2025-09,ACC-1338,22142.63,1,34,24,0.7644,7,86.37,185
2025-10,ACC-1338,22031.47,1,34,14,0.8617,5,77.54,155
2025-11,ACC-1338,22461.86,1,29,18,0.3393,10,60.62,125
2025-12,ACC-1338,22866.58,1,34,25,0.8427,5,68.15,95
2025-07,ACC-1339,261376.0,1,289,137,0.5428,3,68.71,365
2025-08,ACC-1339,279661.54,1,303,221,0.5877,5,89.09,335
2025-09,ACC-1339,311404.87,1,286,121,0.4548,6,65.47,305
2025-10,ACC-1339,342394.2,1,255,102,0.8587,1,84.9,275
2025-11,ACC-1339,353021.86,1,237,116,0.6074,9,77.16,245
2025-12,ACC-1339,379889.04,1,292,128,0.5074,8,76.33,215
2024-02,ACC-1340,101560.0,1,102,93,0.7927,1,90.95,365
2024-03,ACC-1340,94778.35,1,85,36,0.3355,4,70.57,335
2024-04,ACC-1340,92780.73,1,103,64,0.5616,3,71.17,305
2024-05,ACC-1340,96258.43,1,107,62,0.3893,5,83.96,275
2024-06,ACC-1340,100148.92,1,98,83,0.6944,5,68.11,245
2024-07,ACC-1340,99601.01,1,86,68,0.5211,6,85.41,215
2024-08,ACC-1340,101623.54,1,92,53,0.3624,4,81.82,185
2024-09,ACC-1340,100835.72,1,93,79,0.7599,2,86.97,155
2024-10,ACC-1340,100093.32,1,106,41,0.5631,5,74.04,125
2024-11,ACC-1340,97439.01,1,82,39,0.7861,7,67.66,95
2024-12,ACC-1340,96822.8,1,100,46,0.6904,0,93.81,65
2025-01,ACC-1340,100647.65,1,105,62,0.8004,0,72.21,35
2025-02,ACC-1340,101134.43,1,93,85,0.3604,12,59.09,365
2025-03,ACC-1340,102110.75,1,111,92,0.5859,2,77.7,335
2025-04,ACC-1340,97453.82,1,89,84,0.7427,8,80.69,305
2025-05,ACC-1340,99535.05,1,108,98,0.4395,9,77.62,275
2025-06,ACC-1340,100156.84,1,109,93,0.6962,2,78.01,245
2025-07,ACC-1340,104438.13,1,83,41,0.8184,0,88.64,215
2025-08,ACC-1340,105949.69,1,110,80,0.8868,6,77.78,185
2025-09,ACC-1340,106591.05,1,91,80,0.7062,5,74.92,155
2025-10,ACC-1340,109963.9,1,102,41,0.7241,0,83.85,125
2025-11,ACC-1340,105208.68,1,88,53,0.7838,2,89.83,95
2025-12,ACC-1340,97098.47,1,102,39,0.7271,3,66.19,65
2024-07,ACC-1341,46100.0,1,25,11,0.4185,5,69.41,365
2024-08,ACC-1341,46349.18,1,34,20,0.3095,3,77.45,335
2024-09,ACC-1341,48173.77,1,32,18,0.8029,4,65.2,305
2024-10,ACC-1341,52866.88,1,30,10,0.3699,4,73.66,275
2024-11,ACC-1341,58663.94,1,33,23,0.7103,9,65.81,245
2024-12,ACC-1341,65185.87,1,29,14,0.4986,3,87.95,215
2025-01,ACC-1341,64142.07,1,30,10,0.2916,9,82.06,185
2025-02,ACC-1341,67011.77,1,28,23,0.834,6,64.81,155
2025-03,ACC-1341,70042.18,1,30,15,0.8062,4,83.13,125
2025-04,ACC-1341,72378.73,1,34,24,0.3338,9,65.15,95
2025-05,ACC-1341,76126.03,1,28,18,0.513,2,67.05,65
2025-06,ACC-1341,75190.9,1,35,15,0.6343,0,81.02,35
2025-07,ACC-1341,80161.74,1,27,9,0.6612,1,89.32,365
2025-08,ACC-1341,81980.87,1,28,18,0.6612,8,66.41,335
2025-09,ACC-1341,87621.69,1,35,11,0.4936,8,80.09,305
2025-10,ACC-1341,95043.78,1,28,15,0.8157,7,66.19,275
2025-11,ACC-1341,96368.85,1,30,10,0.3139,12,68.07,245
2025-12,ACC-1341,105001.51,1,30,15,0.3532,7,80.71,215
2024-09,ACC-1342,579305.0,1,229,126,0.8035,4,69.54,365
2024-10,ACC-1342,551080.0,1,245,178,0.687,6,73.72,335
2024-11,ACC-1342,542476.18,1,274,200,0.9028,0,73.13,305
2024-12,ACC-1342,576297.96,1,276,156,0.3993,9,85.25,275
2025-01,ACC-1342,560748.3,1,288,125,0.7606,1,87.53,245
2025-02,ACC-1342,545222.98,1,233,125,0.4864,2,69.12,215
2025-03,ACC-1342,546822.89,1,225,84,0.9054,5,85.6,185
2025-04,ACC-1342,538390.97,1,250,107,0.6998,1,80.43,155
2025-05,ACC-1342,528589.76,1,283,257,0.3352,9,82.57,125
2025-06,ACC-1342,563019.93,1,261,204,0.4252,10,59.62,95
2025-07,ACC-1342,562089.38,1,271,187,0.8904,5,66.38,65
2025-08,ACC-1342,582022.18,1,237,134,0.73,8,62.49,35
2025-09,ACC-1342,617062.36,1,274,215,0.5826,3,66.97,365
2025-10,ACC-1342,632736.91,1,224,124,0.7578,5,80.3,335
2025-11,ACC-1342,655274.91,1,263,224,0.4559,2,68.53,305
2025-12,ACC-1342,691360.44,1,298,237,0.5471,5,74.39,275
2024-12,ACC-1343,162961.0,1,95,63,0.575,8,61.75,365
2025-01,ACC-1343,180778.42,1,92,68,0.4077,2,86.47,335
2025-02,ACC-1343,194256.92,1,84,33,0.4121,6,73.14,305
2025-03,ACC-1343,196946.2,1,104,42,0.3189,6,74.35,275
2025-04,ACC-1343,215945.97,1,83,45,0.6538,7,63.08,245
2025-05,ACC-1343,214092.02,1,100,70,0.5025,2,83.69,215
2025-06,ACC-1343,228524.93,1,91,38,0.449,7,69.45,185
2025-07,ACC-1343,241464.73,1,91,64,0.8409,1,90.28,155
2025-08,ACC-1343,253002.21,1,103,70,0.4899,5,67.88,125
2025-09,ACC-1343,276443.05,1,111,98,0.3793,12,60.97,95
2025-10,ACC-1343,286685.62,1,96,44,0.7214,1,69.71,65
2025-11,ACC-1343,298869.55,1,93,40,0.6812,0,81.64,35
2025-12,ACC-1343,297839.05,1,103,39,0.6955,5,75.07,365
2025-05,ACC-1344,19757.0,1,28,10,0.8243,5,74.81,365
2025-06,ACC-1344,19876.15,1,31,16,0.4501,2,74.34,335
2025-07,ACC-1344,21762.12,1,26,21,0.5463,5,87.62,305
2025-08,ACC-1344,24278.33,1,27,19,0.7277,2,84.83,275
2025-09,ACC-1344,26422.73,1,27,16,0.3676,5,77.27,245
2025-10,ACC-1344,27491.13,1,32,18,0.7311,3,78.54,215
2025-11,ACC-1344,30095.84,1,34,26,0.5748,8,80.92,185
2025-12,ACC-1344,33452.49,1,28,24,0.33,8,75.81,155
2025-07,ACC-1345,273095.0,1,302,152,0.9037,0,83.59,365
2025-08,ACC-1345,299119.75,1,227,178,0.8288,2,76.9,335
2025-09,ACC-1345,329420.35,1,262,211,0.7881,1,93.72,305
2025-10,ACC-1345,354152.11,1,260,134,0.6381,8,85.22,275
2025-11,ACC-1345,377615.1,1,290,261,0.7749,5,88.79,245
2025-12,ACC-1345,408270.37,1,254,143,0.5556,5,88.79,215
2025-07,ACC-1346,225632.0,1,90,53,0.3907,2,89.06,365
2025-08,ACC-1346,237744.44,1,87,49,0.5972,5,90.57,335
2025-09,ACC-1346,241467.89,1,98,75,0.7883,3,73.86,305
2025-10,ACC-1346,239096.15,1,109,58,0.8086,5,84.98,275
2025-11,ACC-1346,247524.2,1,99,45,0.7,4,73.35,245
2025-12,ACC-1346,273928.85,1,106,81,0.6233,0,70.48,215
2025-03,ACC-1347,76028.0,1,28,19,0.311,5,66.39,365
2025-04,ACC-1347,74092.17,1,29,17,0.7492,6,73.04,335
2025-05,ACC-1347,77672.2,1,28,18,0.5127,8,72.36,305
2025-06,ACC-1347,80536.11,1,27,19,0.6187,7,80.22,275
2025-07,ACC-1347,77525.03,1,26,23,0.9063,3,91.27,245
2025-08,ACC-1347,80689.48,1,30,17,0.5364,11,64.8,215
2025-09,ACC-1347,78544.37,1,32,27,0.7723,3,89.56,185
2025-10,ACC-1347,76233.1,1,31,20,0.5754,8,78.06,155
2025-11,ACC-1347,78128.64,1,26,16,0.2834,7,80.68,125
2025-12,ACC-1347,73802.28,1,35,25,0.838,7,81.32,95
2024-02,ACC-1348,538319.0,1,244,138,0.4055,8,83.11,365
2024-03,ACC-1348,546931.38,1,234,162,0.8467,3,78.92,335
2024-04,ACC-1348,597498.42,1,301,177,0.4222,10,72.88,305
2024-05,ACC-1348,618700.59,1,303,113,0.6037,7,81.5,275
2024-06,ACC-1348,645637.15,1,242,218,0.8411,4,64.79,245
2024-07,ACC-1348,640996.27,1,275,112,0.8226,7,69.88,215
2024-08,ACC-1348,641770.73,1,249,177,0.3033,9,64.83,185
2024-09,ACC-1348,707315.32,1,228,112,0.4127,9,70.23,155
2024-10,ACC-1348,700944.84,1,306,169,0.6477,3,88.81,125
2024-11,ACC-1348,754134.85,1,261,90,0.6784,1,84.57,95
2024-12,ACC-1348,798936.58,1,263,90,0.6152,6,66.29,65
2025-01,ACC-1348,823104.07,1,284,239,0.8015,3,69.18,35
2025-02,ACC-1348,877175.57,1,300,99,0.5891,6,72.02,365
2025-03,ACC-1348,949155.21,1,281,118,0.6981,0,75.25,335
2025-04,ACC-1348,979800.3,1,269,104,0.4874,4,64.87,305
2025-05,ACC-1348,1080021.53,1,291,107,0.63,3,73.96,275
2025-06,ACC-1348,1085992.06,1,229,146,0.4942,9,70.83,245
2025-07,ACC-1348,1131563.13,1,293,185,0.2733,11,75.83,215
2025-08,ACC-1348,1216397.57,1,288,212,0.4019,4,74.04,185
2025-09,ACC-1348,1263677.26,1,249,147,0.5545,4,82.62,155
2025-10,ACC-1348,1257591.63,1,229,103,0.3468,13,64.7,125
2025-11,ACC-1348,1353687.93,1,294,165,0.6527,1,91.58,95
2025-12,ACC-1348,1354078.11,1,241,87,0.4275,8,66.09,65
2025-02,ACC-1349,158663.0,1,84,56,0.586,4,76.31,365
2025-03,ACC-1349,165757.18,1,109,67,0.6281,7,72.32,335
2025-04,ACC-1349,169633.9,1,106,99,0.7689,2,88.69,305
2025-05,ACC-1349,190018.33,1,100,57,0.7446,3,69.15,275
2025-06,ACC-1349,201026.27,1,88,61,0.7894,5,81.74,245
2025-07,ACC-1349,219566.56,1,97,81,0.3264,3,69.82,215
2025-08,ACC-1349,245438.84,1,86,62,0.3727,12,82.97,185
2025-09,ACC-1349,259131.48,1,88,61,0.337,8,80.15,155
2025-10,ACC-1349,275028.6,1,97,58,0.7168,3,74.45,125
2025-11,ACC-1349,277097.37,1,107,71,0.8705,2,78.25,95
2025-12,ACC-1349,282076.43,1,88,67,0.6164,3,68.07,65
2024-11,ACC-1350,23659.0,1,27,12,0.5547,2,79.08,365
2024-12,ACC-1350,23393.26,1,33,23,0.8328,2,80.91,335
2025-01,ACC-1350,22418.17,1,31,21,0.902,7,77.7,305
2025-02,ACC-1350,22279.58,1,33,11,0.7751,6,75.24,275
2025-03,ACC-1350,22845.14,1,32,24,0.8964,0,91.64,245
2025-04,ACC-1350,21072.05,1,34,12,0.3732,10,73.45,215
2025-05,ACC-1350,19906.05,1,31,22,0.4248,3,79.2,185
2025-06,ACC-1350,19076.54,1,30,16,0.8598,3,84.58,155
2025-07,ACC-1350,19443.48,1,29,17,0.767,2,80.05,125
2025-08,ACC-1350,20221.48,1,28,25,0.5623,1,89.49,95
2025-09,ACC-1350,20332.28,1,31,25,0.6921,9,76.26,65
2025-10,ACC-1350,20941.16,1,27,19,0.8606,0,72.82,35
2025-11,ACC-1350,21758.61,1,30,18,0.8509,4,78.95,365
2025-12,ACC-1350,21564.76,1,31,26,0.7631,8,79.89,335
2025-03,ACC-1351,628633.0,1,272,182,0.3083,10,78.86,365
2025-04,ACC-1351,654995.77,1,228,195,0.8688,5,67.92,335
2025-05,ACC-1351,724823.7,1,280,174,0.6829,1,86.66,305
2025-06,ACC-1351,790570.9,1,239,188,0.5789,2,68.64,275
2025-07,ACC-1351,840016.37,1,282,122,0.4466,10,76.01,245
2025-08,ACC-1351,938558.14,1,290,266,0.3575,5,88.55,215
2025-09,ACC-1351,983319.04,1,260,102,0.5539,9,63.21,185
2025-10,ACC-1351,1052153.57,1,269,103,0.4186,2,67.8,155
2025-11,ACC-1351,1119930.72,1,290,188,0.3031,9,67.65,125
2025-12,ACC-1351,1159146.41,1,264,246,0.4133,6,84.9,95
2024-10,ACC-1352,82950.0,1,94,82,0.6292,5,85.44,365
2024-11,ACC-1352,86977.15,1,111,89,0.6966,1,73.15,335
2024-12,ACC-1352,87309.46,1,105,80,0.5475,3,68.07,305
2025-01,ACC-1352,87557.87,1,111,98,0.4591,10,70.25,275
2025-02,ACC-1352,91214.81,1,90,68,0.4801,10,84.25,245
2025-03,ACC-1352,93137.51,1,86,65,0.4083,10,60.33,215
2025-04,ACC-1352,97089.22,1,93,68,0.3225,7,85.48,185
2025-05,ACC-1352,93365.54,1,94,43,0.8221,0,75.48,155
2025-06,ACC-1352,97682.96,1,83,73,0.3343,11,71.93,125
2025-07,ACC-1352,94772.07,1,85,68,0.517,2,75.1,95
2025-08,ACC-1352,92838.42,1,98,54,0.388,3,86.98,65
2025-09,ACC-1352,93473.7,1,96,48,0.4072,2,71.93,35
2025-10,ACC-1352,87955.9,1,90,65,0.6001,7,68.13,365
2025-11,ACC-1352,89571.66,1,100,78,0.628,7,82.18,335
2025-12,ACC-1352,95182.29,1,104,79,0.6431,2,89.55,305
2024-05,ACC-1353,72868.0,1,27,22,0.406,4,86.56,365
2024-06,ACC-1353,72883.44,1,30,13,0.6078,5,80.98,335
2024-07,ACC-1353,66420.86,1,31,22,0.8682,7,75.72,305
2024-08,ACC-1353,64188.7,1,28,11,0.7359,8,74.42,275
2024-09,ACC-1353,59038.04,1,34,23,0.7059,2,66.27,245
2024-10,ACC-1353,54535.62,1,31,20,0.4902,3,75.67,215
2024-11,ACC-1353,49160.95,1,32,19,0.7453,6,87.22,185
2024-12,ACC-1353,49194.54,1,28,10,0.6287,0,92.84,155
2025-01,ACC-1353,48160.02,1,29,26,0.7145,3,69.41,125
2025-02,ACC-1353,47758.7,1,27,12,0.4758,3,86.28,95
2025-03,ACC-1353,47284.39,1,29,17,0.7823,0,86.16,65
2025-04,ACC-1353,46585.75,1,35,13,0.8209,0,86.26,35
2025-05,ACC-1353,44846.12,1,32,11,0.3862,9,65.63,365
2025-06,ACC-1353,41978.11,1,28,17,0.6629,5,88.44,335
2025-07,ACC-1353,39369.92,1,33,10,0.8208,7,84.51,305
2025-08,ACC-1353,38707.89,1,32,27,0.4304,9,83.74,275
2025-09,ACC-1353,0.0,0,33,0,0.0,0,0.0,245
2025-04,ACC-1354,692389.0,1,289,256,0.8947,4,68.5,365
2025-05,ACC-1354,645762.37,1,245,134,0.7446,5,73.16,335
2025-06,ACC-1354,599328.48,1,266,224,0.5181,8,61.31,305
2025-07,ACC-1354,552863.8,1,258,207,0.3887,6,73.36,275
2025-08,ACC-1354,512018.63,1,238,197,0.8903,7,75.77,245
2025-09,ACC-1354,524650.06,1,239,155,0.6307,10,71.09,215
2025-10,ACC-1354,498890.29,1,282,144,0.7539,0,78.61,185
2025-11,ACC-1354,474274.49,1,278,183,0.8561,0,80.25,155
2025-12,ACC-1354,475466.67,1,235,105,0.3665,12,75.34,125
2024-08,ACC-1355,131927.0,1,88,35,0.4638,9,72.07,365
2024-09,ACC-1355,121887.15,1,107,37,0.4458,4,71.95,335
2024-10,ACC-1355,120491.18,1,88,77,0.5395,8,76.38,305
2024-11,ACC-1355,121565.42,1,104,51,0.5701,4,78.03,275
2024-12,ACC-1355,114321.77,1,81,73,0.7408,4,65.06,245
2025-01,ACC-1355,106474.18,1,108,41,0.5885,5,71.88,215
2025-02,ACC-1355,111338.99,1,95,55,0.8051,0,92.97,185
2025-03,ACC-1355,103616.28,1,81,30,0.8797,7,80.15,155
2025-04,ACC-1355,97603.97,1,106,41,0.5646,10,72.28,125
2025-05,ACC-1355,91101.41,1,95,79,0.4144,8,69.26,95
2025-06,ACC-1355,94106.61,1,101,62,0.3812,3,67.99,65
2025-07,ACC-1355,88904.74,1,87,45,0.4078,2,68.59,35
2025-08,ACC-1355,89357.86,1,95,43,0.6617,8,81.94,365
2025-09,ACC-1355,91837.22,1,100,77,0.8286,2,84.84,335
2025-10,ACC-1355,94728.59,1,109,72,0.5336,2,89.71,305
2025-11,ACC-1355,99000.48,1,95,48,0.5137,5,89.51,275
2025-12,ACC-1355,103430.13,1,82,59,0.5261,1,87.73,245
2025-08,ACC-1356,50309.0,1,25,12,0.7476,8,65.96,365
2025-09,ACC-1356,47403.94,1,30,17,0.5247,6,71.89,335
2025-10,ACC-1356,44924.59,1,32,18,0.6445,2,73.85,305
2025-11,ACC-1356,41558.9,1,34,25,0.8492,1,85.0,275
2025-12,ACC-1356,40709.75,1,25,20,0.6666,8,71.61,245
2024-05,ACC-1357,345723.0,1,266,124,0.4932,1,87.31,365
2024-06,ACC-1357,351515.62,1,245,112,0.4424,9,73.57,335
2024-07,ACC-1357,340415.56,1,286,173,0.8921,3,68.27,305
2024-08,ACC-1357,354370.18,1,279,114,0.5693,2,85.26,275
2024-09,ACC-1357,363964.3,1,243,223,0.8113,0,75.69,245
2024-10,ACC-1357,395556.7,1,253,156,0.5741,7,65.86,215
2024-11,ACC-1357,380252.62,1,276,206,0.7097,8,65.56,185
2024-12,ACC-1357,408055.71,1,299,134,0.3482,9,77.57,155
2025-01,ACC-1357,443459.74,1,302,197,0.4374,2,71.82,125
2025-02,ACC-1357,478008.29,1,246,131,0.5954,3,79.77,95
2025-03,ACC-1357,498605.83,1,291,170,0.3308,9,75.7,65
2025-04,ACC-1357,488895.48,1,228,87,0.7883,1,70.87,35
2025-05,ACC-1357,500718.66,1,282,176,0.9141,0,85.35,365
2025-06,ACC-1357,533077.59,1,255,237,0.5549,3,83.96,335
2025-07,ACC-1357,566980.16,1,298,146,0.6274,0,73.28,305
2025-08,ACC-1357,568287.19,1,256,98,0.8919,6,64.89,275
2025-09,ACC-1357,583549.46,1,241,165,0.6539,0,86.12,245
2025-10,ACC-1357,595177.29,1,298,167,0.8258,1,71.14,215
2025-11,ACC-1357,597705.81,1,231,163,0.7183,3,76.76,185
2025-12,ACC-1357,586428.04,1,229,99,0.7609,0,92.75,155
2024-10,ACC-1358,104954.0,1,110,47,0.7901,4,66.73,365
2024-11,ACC-1358,104637.38,1,98,69,0.3576,5,72.85,335
2024-12,ACC-1358,106503.73,1,86,49,0.5449,10,70.11,305
2025-01,ACC-1358,113528.5,1,92,73,0.3166,11,84.99,275
2025-02,ACC-1358,113659.5,1,92,82,0.3095,7,85.86,245
2025-03,ACC-1358,119470.66,1,96,82,0.2941,8,63.81,215
2025-04,ACC-1358,120205.64,1,106,85,0.6783,1,72.31,185
2025-05,ACC-1358,120027.74,1,85,47,0.4707,3,89.07,155
2025-06,ACC-1358,127866.79,1,104,95,0.3697,11,82.57,125
2025-07,ACC-1358,132114.73,1,87,65,0.8655,1,84.07,95
2025-08,ACC-1358,142158.75,1,109,72,0.3906,9,73.64,65
2025-09,ACC-1358,143900.69,1,108,66,0.4831,10,78.15,35
2025-10,ACC-1358,151719.16,1,86,44,0.8147,1,73.63,365
2025-11,ACC-1358,153672.84,1,82,50,0.4353,7,79.75,335
2025-12,ACC-1358,155270.9,1,81,73,0.5793,9,63.37,305
2025-04,ACC-1359,71241.0,1,30,24,0.6582,5,85.23,365
2025-05,ACC-1359,74397.31,1,33,28,0.9106,4,74.57,335
2025-06,ACC-1359,71618.83,1,29,22,0.5452,3,88.96,305
2025-07,ACC-1359,75230.43,1,29,14,0.7358,6,87.71,275
2025-08,ACC-1359,74011.14,1,33,23,0.8008,0,70.48,245
2025-09,ACC-1359,72958.82,1,29,18,0.8819,2,87.53,215
2025-10,ACC-1359,73206.62,1,32,22,0.5032,2,70.04,185
2025-11,ACC-1359,74771.34,1,31,11,0.478,8,64.51,155
2025-12,ACC-1359,74205.22,1,34,32,0.7917,4,65.74,125
2024-03,ACC-1360,757227.0,1,253,128,0.7578,0,69.58,365
2024-04,ACC-1360,732489.97,1,259,237,0.7434,0,84.64,335
2024-05,ACC-1360,715718.19,1,285,177,0.7152,1,82.6,305
2024-06,ACC-1360,726786.82,1,298,161,0.7542,7,81.68,275
2024-07,ACC-1360,733771.86,1,292,230,0.3184,11,68.82,245
2024-08,ACC-1360,721024.71,1,304,208,0.6215,3,87.9,215
2024-09,ACC-1360,757485.26,1,293,278,0.4832,9,62.83,185
2024-10,ACC-1360,786736.22,1,254,182,0.6362,5,72.51,155
2024-11,ACC-1360,840314.82,1,301,191,0.5973,4,72.7,125
2024-12,ACC-1360,875687.86,1,242,136,0.6865,3,86.74,95
2025-01,ACC-1360,906676.59,1,227,136,0.3253,6,79.35,65
2025-02,ACC-1360,942958.97,1,236,121,0.7783,0,87.85,35
2025-03,ACC-1360,920655.48,1,258,118,0.8769,3,75.34,365
2025-04,ACC-1360,967098.8,1,263,114,0.5128,8,76.95,335
2025-05,ACC-1360,941239.97,1,222,104,0.897,3,70.7,305
2025-06,ACC-1360,934640.58,1,294,228,0.3124,5,84.79,275
2025-07,ACC-1360,1005212.63,1,296,243,0.436,6,70.32,245
2025-08,ACC-1360,1016791.96,1,253,167,0.5545,4,83.28,215
2025-09,ACC-1360,1029365.03,1,248,213,0.8404,1,87.95,185
2025-10,ACC-1360,1083107.03,1,275,149,0.5956,8,77.52,155
2025-11,ACC-1360,1150571.39,1,279,194,0.4669,5,83.76,125
2025-12,ACC-1360,1180678.5,1,248,164,0.5965,4,84.92,95
2024-09,ACC-1361,80553.0,1,107,35,0.8331,1,88.83,365
2024-10,ACC-1361,76877.31,1,89,34,0.4444,9,63.97,335
2024-11,ACC-1361,80933.44,1,100,36,0.8431,1,79.53,305
2024-12,ACC-1361,76622.74,1,80,63,0.5209,6,68.86,275
2025-01,ACC-1361,73469.08,1,84,29,0.7868,1,77.64,245
2025-02,ACC-1361,69483.53,1,96,73,0.873,2,67.56,215
2025-03,ACC-1361,71603.19,1,85,74,0.7516,3,65.83,185
